Long_Desc                                                                    DHA
Cereals, CREAM OF WHEAT, 1 minute cook time, dry                             0.0
Cereals, CREAM OF WHEAT, 2 1/2 minute cook time, cooked with water, mi       0.0
Cereals, CREAM OF WHEAT, 2 1/2 minute cook time, cooked with water, st       0.0
Cereals, CREAM OF WHEAT, 2 1/2 minute cook time, dry                         0.0
Cereals ready-to-eat, NATURE'S PATH, Organic FLAX PLUS, Pumpkin Granol       0.0
Cereals ready-to-eat, KASHI GO LEAN CRUNCH!, Honey Almond Flax               0.0
Cereals ready-to-eat, POST SELECTS Maple Pecan Crunch                        0.0
Cereals ready-to-eat, GENERAL MILLS, CHEERIOS, Yogurt Burst, strawberr       0.0
Cereals ready-to-eat, QUAKER, Christmas Crunch                               0.0
Cereals ready-to-eat, POST GREAT GRAINS Cranberry Almond Crunch              0.0
Cereals ready-to-eat, KELLOGG'S, SPECIAL K Vanilla Almond                    0.0
Cereals ready-to-eat, KASHI, HEART TO HEART, Oat Flakes & Blueberry Cl       0.0
Cereals ready-to-eat, KELLOGG, SPECIAL K, Fruit & Yogurt                     0.0
Cereals ready-to-eat, GENERAL MILLS, CHOCOLATE LUCKY CHARMS                  0.0
Cereals ready-to-eat, USDA Commodity Rice Crisps (includes all commodi       0.0
Cereals, CREAM OF WHEAT, 1 minute cook time, cooked with water, stove-       0.0
Cereals, CREAM OF WHEAT, 1 minute cook time, cooked with water, microw       0.0
Cereals ready-to-eat, GENERAL MILLS, 25% Less Sugar CINNAMON TOAST CRU       0.0
Cereals ready-to-eat, GENERAL MILLS, FIBER ONE, Caramel Delight              0.0
Cereals ready-to-eat, GENERAL MILLS, COCOA PUFFS, 25% Reduced Sugar          0.0
Cereals ready-to-eat, POST, HONEY BUNCHES OF OATS with vanilla bunches       0.0
Cereals ready-to-eat, KASHI Honey Sunshine                                   0.0
Cereals ready-to-eat, KELLOGG, KELLOGG'S SPECIAL K Blueberry                 0.0
Cereals ready-to-eat, KELLOGG, KELLOGG'S SPECIAL K, Cinnamon Pecan           0.0
Cereals ready-to-eat, GENERAL MILLS, FIBER ONE, RAISIN BRAN CLUSTERS         0.0
Cereals ready-to-eat, GENERAL MILLS, FIBER ONE, HONEY CLUSTERS               0.0
Cereals ready-to-eat, GENERAL MILLS, Cinnamon CHEX                           0.0
Cereals ready-to-eat, GENERAL MILLS, DORA THE EXPLORER                       0.0
Cereals ready-to-eat, GENERAL MILLS, Chocolate CHEX                          0.0
Cereals ready-to-eat, GENERAL MILLS, CHEERIOS, Chocolate                     0.0
Cereals ready-to-eat, GENERAL MILLS, CHEERIOS, Banana Nut                    0.0
Cereals ready-to-eat, KELLOGG, KELLOGG'S CINNABON cereal                     0.0
Cereals ready-to-eat, GENERAL MILLS, 25% Less Sugar TRIX                     0.0
Cereals ready-to-eat, KELLOGG'S SPECIAL K Chocolatey Delight                 0.0
Cereals ready-to-eat, GENERAL MILLS, Fruity CHEERIOS                         0.0
Cereals ready-to-eat, USDA Commodity Corn and Rice (includes all commo       0.0
Cereals ready-to-eat, RALSTON Crispy Hexagons                                0.0
Cereals ready-to-eat, RALSTON Corn Flakes                                    0.0
Cereals ready-to-eat, KELLOGG, KELLOGG'S SMART START Strong Heart Anti       0.0
Cereals ready-to-eat, KELLOGG, KELLOGG'S MINI-WHEATS, unfrosted bite s       0.0
Cereals ready-to-eat, KELLOGG, KELLOGG'S SPECIAL K Red Berries               0.0
Cereals ready-to-eat, KELLOGG, KELLOGG'S, RAISIN BRAN CRUNCH                 0.0
Cereals ready-to-eat, KELLOGG, KELLOGG'S MARSHMALLOW FROOT LOOPS             0.0
Cereals ready-to-eat, MALT-O-MEAL, TOOTIE FRUITIES                           0.0
Cereals ready-to-eat, MALT-O-MEAL, BERRY COLOSSAL CRUNCH                     0.0
Cereals ready-to-eat, MALT-O-MEAL, COLOSSAL CRUNCH                           0.0
Cereals ready-to-eat, KELLOGG, KELLOGG'S HONEY CRUNCH CORN FLAKES            0.0
Cereals ready-to-eat, KASHI HEART TO HEART, Honey Toasted Oat                0.0
Cereals ready-to-eat, Post, Waffle Crisp                                     0.0
Cereals ready-to-eat, HEALTH VALLEY, FIBER 7 Flakes                          0.0
Cereals ready-to-eat, KELLOGG, KELLOGG'S RICE KRISPIES TREATS Cereal         0.0
Cereals ready-to-eat, KELLOGG, KELLOGG'S MUESLIX                             0.0
Cereals ready-to-eat, KELLOGG, KELLOGG'S Low Fat Granola with Raisins        0.0
Cereals ready-to-eat, GENERAL MILLS, NATURE VALLEY LOW FAT FRUIT GRANO       0.0
Cereals ready-to-eat, GENERAL MILLS, BERRY BERRY KIX                         0.0
Cereals ready-to-eat, KASHI GOLEAN CRUNCH!                                   0.0
Cereals ready-to-eat, KASHI 7 Whole Grain Puffs                              0.0
Cereals ready-to-eat, RALSTON Corn Biscuits                                  0.0
Cereals ready-to-eat, KELLOGG'S, Reduced Sugar Frosted Flakes Cereal         0.0
Cereals ready-to-eat, RALSTON Enriched Wheat Bran flakes                     0.0
Cereals ready-to-eat, MALT-O-MEAL, Fruity DYNO-BITES                         0.0
Cereals ready-to-eat, MALT-O-MEAL, Frosted Mini SPOONERS                     0.0
Cereals ready-to-eat, MALT-O-MEAL, Cocoa DYNO-BITES                          0.0
Cereals ready-to-eat, MALT-O-MEAL, CINNAMON TOASTERS                         0.0
Cereals ready-to-eat, MALT-O-MEAL, Raisin Bran Cereal                        0.0
Cereals ready-to-eat, MALT-O-MEAL, GOLDEN PUFFS                              0.0
Cereals ready-to-eat, KASHI, ORGANIC PROMISE Autumn Wheat                    0.0
Cereals ready-to-eat, KASHI 7 Whole Grain Honey Puffs                        0.0
Cereals, QUAKER, Instant Oatmeal, Raisin and Spice, dry                      0.0
